song_id,song_name,artist,album,song_popularity,if_info_collected
00HH1BkCsRw2UeFqvKPhYJ,北西南風,羅大佑,家 III,5,1
00Rzybybu0alTYbCCr4oHZ,漂島,林生祥,【男人與他的海】電影原聲配樂,9,1
01JaQ2Z61XrswQrdfGk19s,What A Difference A Day Made,The Eddie Higgins Trio,Bewitched,8,1
01MXkFA8sL7at6txavDErt,Making Love Out of Nothing at All,Air Supply,All Out Of Love,70,1
01OAC6HQmlZfOyDEJawUEp,流花 - Live,袁娅维TIA RAY,中国之星 第5期 (Live),1,1
01cO3ZfjGwlY7nMDDr5tDZ,靠近一點點,Lara Liang,惡作劇之吻,42,1
01tp7K3Y1oN8MB0sjo10uY,What Is Jazz,Club des Belugas,Swop,31,1
02DfhkibQzdJC26BUvux8L,Lotta Love,Halie Loren,Heart First,7,1
02IBlc6IBouKubS9De3TWG,想着你,郭顶,飞行器的执行周期,39,1
02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,"Anderson .Paak, Bruno Mars, Silk Sonic",An Evening With Silk Sonic,77,1
031orTCxbmCjYJ99JaDtO4,Steady Me (feat. Aaron Cole),"Aaron Cole, Hollyn",Hollyn,35,1
03OArDwBMEgtTDcty84Rcp,The Last Waltz,Engelbert Humperdinck,The Last Waltz,57,1
03Z15lb0ycJssb1h0sn1Tr,分裂,王菲Faye Wong,ECO PACK-王菲-浮躁,30,1
03ensJD4vIcC4qFSqJfEOG,A Higher Place,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,45,1
04Px9lLiHlKdmxQbE3uTa5,All you are going to want to do is get back there,The Caretaker,An empty bliss beyond this World,47,1
04UWtAIMwi67MG8uHwYqgK,Joey,Concrete Blonde,Bloodletting,56,1
04d6UdEDhKzZHQJBmEPARz,浪漫主義,"Kehlani, 袁娅维TIA RAY",TIA RAY,21,1
04fnvlLNO7JQZt8mV8Nfyk,Get Lost,Breakbot,Still Waters,36,1
04snjzChzeLdD2UHrVxBfZ,Say So (feat. Evan Lin),"Doja Cat, 林彥俊",Say So (feat. Evan Lin),18,1
04tnEYbzmQ2F5JN3Flk2hP,400 Trips,Berndsen,Lover in the Dark,3,1
05PO2IrHndrVDkUvcPgbDq,痴心不改,金池,《对战最强音》南京站,4,1
05bAM9OzRcbgYPPyTKx8NM,El Pueblo Unido Jamàs Serà Vencido,"Diego Moreno, Sebastiàn Echarry & Pablo Duarte",Bella Ciao! Hasta Siempre Comandante!,0,1
05kjnMSB0wt8hF2WGnkVtB,Poker Face,Vitamin String Quartet,VSQ Performs Lady Gaga,32,1
05xjXvS4SJkO4hoiZWfIGW,Walking on Sunshine,Jazzystics,Best of the Best,45,1
06o8Hap5MXKBG7mduCZOPZ,晚霞,窦唯Dou Wei,艷陽天,11,1
06pADe7MvBlPr3rUEHgtpg,一點點,伍佰wu bai,夢的河流,11,1
06qMRF18gwbOYYbnP2du6i,Last Christmas - Single Version,Wham!,The Singles: Echoes from the Edge of Heaven,68,1
070bDNenZlWcjzZGAc2npp,Sax-A-Go-Go,Candy Dulfer,Sax-A-Go-Go,27,1
07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,"THE ANXIETY, Tyler Cole, WILLOW",THE ANXIETY,71,1
07w7uThpms6ei8LrcE4son,Love Makin' Music,Barry White,Sheet Music,42,1
08BKqZVJJrT1qD2apO3g22,Koi wa Saiko(I'M IN LOVE),高村亜留,ARU FIRST,28,1
08fbNmVL96TkrVixSJ2fRp,Wriggle - Mr Jukes Edit,"Cosmo Sheldrake, Mr Jukes",Wriggle (Mr Jukes Edit),31,1
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,Back In Black,82,1
09J3NVQcf22QNl23QPOZbe,UH,Fujiya & Miyagi,Lightbulbs,50,1
09JJY7kU531jXY90RV3M9B,Over Your Shoulder,Chromeo,White Women,31,1
0ABCxoSbKyKVULocwKXDKx,FUNNY GOLD,Suchmos,THE ASHTRAY,45,1
0AMKZWRgdFfGYYTxiWrwwH,What Am I To You?,Norah Jones,Feels Like Home,62,1
0AP3XerUHDQe79uvXevAeF,有什么奇怪,郭顶,飞行器的执行周期,22,1
0APpmQ0W4obvh6s9XCfQXw,Turkish Bath,Weldon Irvine,In Harmony,10,1
0ARK753YaiJbpLUk7z5yIM,Dilemma,"Kelly Rowland, Nelly",Nellyville,77,1
0Ai604igwEqoW2CUzQwF0y,分分鐘需要你,林忆莲Sandy Lam,陪著我走in search of lost time,38,1
0Aj8EagrPfDoOe5OlUdrLC,Candy,Cameo,Word Up,57,1
0B0tYbVp7pDQAqKDhgMeaL,Too Good to Say Goodbye,Bruno Mars,24K Magic,70,1
0BEAxYqZ57nLbDgYWuWQyn,Hot Love,LEISURE,Leisure,41,1
0BrmbJnPYcd7gnvLYqxw0r,What Kind Of Woman Is This?,Buddy Guy,Bring 'Em In,41,1
0CGpQSTo9ZvCCtcVjVAHnM,落地之前,郭顶,飞行器的执行周期,31,1
0CnlKa2jjIMzG0gLN1KZbD,It's A Wrap,Mariah Carey,Memoirs of an imperfect Angel (International Version),55,1
0CsM8VGDi38kusMv3pxyj1,True - Single Edit,Spandau Ballet,True - The Digital E.P.,66,1
0DEwNI2DgasX1eprqCivJk,A Woman Needs Love (Just Like You Do),"Ray Parker Jr., Raydio",A Woman Needs Love (Expanded Edition),45,1
0DX1VJgkvgAQrEHoXHugG7,Mind Frame,Twin Peaks,Wild Onion,11,1
0E6UrctDhjS2naBHmL10FC,自己 - Live,许钧,中国好歌曲 第二季 第4期 (Live),0,1
0EprAWzfoghfCyzkbcCw4Y,Back for More,"Cool Million, Eugene Wilde",Back for More,30,1
0F78AWB4E53yOvldzqhgBK,Unhinged,Mike Lazarev,Unhinged,43,1
0FRF4XX79zF0vMKi7QjziG,鲜花 - I'm going to remember U,回春丹,鲜花 (I'm going to remember U),47,1
0FjTazWaBSHBVWm2PAGghQ,Time,Angelo De Augustine,Tomb,55,1
0GGxVTb0UwDwdaKNjBdCn3,Woman - Remastered 2010,John Lennon,Double Fantasy: Stripped Down,69,1
0GJdlmUYa1oBqjcj93Z5GC,The Bridge On The River Kwai - The Colonel Bogey March,Malcolm Arnold,Movie Memories- Music From the Greatest Films,26,1
0GKGAolzhaL4QdNENFVxNq,好久不見 - 现场,瓦依那,樂隊的夏天3 第4期,14,1
0GO0YskrAFAhhhJ4Mz8zXC,Let It Out (Single Version) [Bonus Track],Blue Feather,Feather Funk (Deluxe Edition) [Including 3 Bonus Tracks],17,1
0GPxJ8e6xoYbmCd1eI3WVx,Figli Della Stessa Rabia,Banda Bassotti,Banditi Senza Tempo,28,1
0GVvRmCoiLkhxJvlZy9bLk,In The Still of the Night,The Five Satins,For Collectors Only,51,1
0GybTlmUNIB8Gi4Dk0aDNP,I Wanna Smile But What I Do,夏日入侵企画,I Wanna Smile But What I Do,13,1
0H9x7eRPBPbn4e9UFDeknn,灕江水,窦唯Dou Wei,幻聽山河水,14,1
0HBp2khwt6oWgkMVUUc6RD,I’m Caught Up (In A One Night Love Affair) - John Morales Unreleased M+M Breakdown Mix,"Jocelyn Brown, John Morales",Disco,18,1
0HdtWsepgBy9c1ZwscDNqU,口水流下來,卢广仲Crowd Lu,有吉他的流行歌曲,14,1
0Hm9H8k6UVsCUU7z4nUzB9,Brighter Days,Macross 82-99,Brighter Days,27,1
0I0GjLChpGQZAWMtVqIpfs,Let the Music Take Me,Patrice Rushen,Pizzazz,20,1
0I5hl7JknyIBO4SCRBuVZN,Nescience,Galdive,Canvas,23,1
0IKAJbxilT3mMp3LbhoH2l,Fashion,The Royal Concept,Smile,37,1
0IedgQjjJ8Ad4B3UDQ5Lyn,Fragments of Time (feat. Todd Edwards),"Daft Punk, Todd Edwards",Random Access Memories,58,1
0K3zl00a6QuUoD30bXipRC,Court of Love,"Aaron Frazer, Durand Jones & The Indications",American Love Call,40,1
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,24K Magic,88,1
0KZVn0IL6Xe0eGmkdoEFfE,You & Me,Tuxedo,Tuxedo III,23,1
0Koo4irt22dfkvYgqB7HWN,橘子汽水,窦靖童Leah Dou,春遊,30,1
0LUolUzVGvE2H1WnvNVjZv,Stranger (feat. Mikky Ekko),"Chris Malinchak, Mikky Ekko",Stranger (feat. Mikky Ekko),25,1
0Ljr4lEOnpiNS1bYBzcTfg,Cry No More,Robin Thicke,Something Else,17,1
0LrI8Ym9ZHXaPCCBr8ws7Y,Funky Mama,Tahuna Breaks,Black Brown & White,16,1
0M7oki70AV10Ztt3HyUd8Z,Ladies Room,Olivia Dean,Messy,60,1
0MUimzpwoZqab5UcxxbvDF,Affection feat.Ahu,"Ahu, grooveman Spot",Change Situations,7,1
0MYjVw0DgVKP87WI3dggWW,棉花糖駱駝,The Chairs,Real Love Is...,34,1
0NLebGDyFekhMcQKG7xfaP,Ladyfingers,Herb Alpert & The Tijuana Brass,Whipped Cream & Other Delights,58,1
0NSSZTpUoEtA8b0j1WtuvY,Tell Me (Feat. Saoirse Ronan),Johnny Jewel,Lost River Original Motion Picture Score,39,1
0O0bttAxJKKWqAqY2Nq4mC,Falling In Love,Cigarettes After Sex,Cry,73,1
0O8eILLn0xhBJaTIRE0lQ7,Stay Loose,BRONCHO,Just Enough Hip to Be Woman,31,1
0OA0lBeSRzpXyAbv8iTXw6,Little Queenie,Chuck Berry,Berry Is On Top,38,1
0OF3lDc1c9Ws1WyElEUnnW,Have Yourself A Merry Little Christmas,"Laufey, Norah Jones",Christmas With You,59,1
0OKiWv8KWaV3G3VqURNz1F,Special Night,Lee Fields & The Expressions,Special Night,29,1
0OSrEcWhsnH2SkgBFAKaTO,The truth that you leave,Pianoboy高至豪,Pianoboy,41,1
0OXqFrPIfkW5BpcdaLL8Kc,我坐在這裡,林忆莲Sandy Lam,林憶蓮,21,1
0OvGXbnk5ucvM3YzWZLpCE,Sometimes I Cry,Eric Benét,Lost in Time,36,1
0PIfhhbiTRBeJdcpxB4Ekb,嘿，关于爱,阿肆A Si,我愚蠢的理想主义,19,1
0PJvenBDBCGFykbPe9HJCm,A Nightingale Sang In Barkeley Square,The Eddie Higgins Trio,You Are Too Beautiful,2,1
0Q4TnQkKHD9cBXl78hyIZY,Do You Love Me?,Patti Austin,Every Home Should Have One,29,1
0QDBEqiRYZPonGLnp8ZCRI,"Oo, Baby, Baby",Alexx,Street Elite,0,1
0QISovrUJz4oolp8n3fIS9,Fastest Alone,FORAGER,Pipedream Firewood,13,1
0QYVAUf6ur5khWWuiDwpMz,Miree BAY ver.,Suchmos,THE BAY,50,1
0QadubT1MzdrerUbLslaoM,In Your Pocket,Nulbarich,H.O.T,25,1
0R5LvXqflgLHCJancEPHTs,On Fire,JJ Grey & Mofro,Orange Blossoms,40,1
0RGL4xoWE5bakfcJuhi5cp,What The World Needs Now Is Love,Tom Jones,I Who Have Nothing,41,1
0RggFSMfsJvAsrI4itTIzr,I Should Be so Lucky,Kylie Minogue,Kylie,51,1
0S4cyXQQVEfzkZMFszQfUK,苏州夜曲,陈占美,陈占美钢琴独奏 (李香兰，白光，吴莺音，白虹，潘秀琼名曲),1,1
0SYu7wDS7dJSnuyn5GEDpp,All I Wanna Do,Jakob,All I Wanna Do,36,1
0SknIOiQ3ufPxhl6CDyCnf,"Quizás, Quizás",Ruben Gonzalez,Chanchullo,34,1
0SsYlkXxZ5vkWOTsKxMfMz,Lonesome Town,Ricky Nelson,Ricky Sings Again (Expanded Edition / Remastered),61,1
0TBLF33vtPZazAHwb8XTmn,HARD-CORE-GEEK,Sekaiichi,Round Table,21,1
0TD6fhmANwQaOwC8B58eZ6,Blue Girl,Delegation,Delegation - Collection,8,1
0TtlEcywpBGifjTJqgSMI0,Why Baby Why,MyKey,Faces,29,1
0U5yAVFw21GZNbcxzl3S0Q,Last Time,Drizabone,Conspiracy,32,1
0UABdbKanojyhfsW67Jcac,I Swear,Kenny Rogers,Greatest Love Songs,18,1
0UozMrmIIRdpRzRXHe0J7k,Anchor Made of Gold,Jenny Wilson,Anchor Made of Gold/The Warning Shot,0,1
0VJ9B6wp0C6MxyN5bVDFvc,Diggin' It,Jay Soto,Mesmerized,17,1
0VSnEkoD9qP5LiBiIAPszp,Friends - Original ReMix Version,"Amii Stewart, Mike Francis",The Masters Series: Mellow Groove,37,1
0VTitRpBX6xHqTt7wfMlHD,flirt,kevatta,flirt,19,1
0VYhyWRfiiJQ5WRm3EOczU,I'd Like To Teach The World To Sing (In Perfect Harmony),The New Seekers,The Albums 1970-73,48,1
0VeAcS3ZZyRhX1rkYiovsh,红颜劫,姚贝娜,甄嬛传影视音乐原声大碟,3,1
0WSo6ktPYpTYJPJsXd5RoO,Soiree - Complete Take 3,Bill Evans,The Complete Bill Evans On Verve,1,1
0WvSYVnEXD7QLa5pDJ920S,Crosscut Saw - Mono Mix,Albert King,Born Under A Bad Sign (Mono),46,1
0XGybcHdOgD2xJB2gynBJc,サヴォタージュ,Senri Oe,1 2 3 4 (2024 Remastered),17,1
0XsmYRbOKHgvVSfmv0qWRS,Real Love,"1LAW, BEAR B, JAMS ONE, KAYA, TEN's UNIQUE",G.B.C CAMP 2020 in SAYO,20,1
0Y4xg5612xZ3vAgWEkMjw3,Far Away,EASHA,Far Away,52,1
0YEZzOR61QvNc6w8SUFLcg,Celestial Blues,Gary Bartz Ntu Troop,Harlem Bush Music - Uhuru,31,1
0YPB5IM14HtNfZHR13cWxA,The Tired Influencer,Gorillaz,Cracker Island (Deluxe),41,1
0YRvRpY5dMRqJoGxAQ5TBj,Can't Give You Up,Midnight Star,Standing Together,4,1
0YkCQShVlIr4ULROHvrvjn,孔雀開屏,蓝奕邦Pong Nan,撫愛,18,1
0ZGWe02EtMpw40QAzOVZD1,Silent Running (feat. Adeleye Omotayo),"Adeleye Omotayo, Gorillaz",Cracker Island,57,1
0ZRobcOXjBxxNp2YVq2O9w,Come And Get Your Love (Re-Recorded - 2024 Remaster),Redbone,Come And Get Your Love (Re-Recorded - 2024 Remaster),16,1
0ZYdUkAQmKHsaKRmq8tWSE,Lullaby - Remastered,The Cure,Disintegration (Deluxe Edition),63,1
0aMova1irVBX9riPClT29a,梨窩太神秘,張露,張露之歌,3,1
0aVnGmZlqFcWgdjgKtmhS9,A Mile Away,"Breakbot, Irfane",By Your Side,24,1
0aW5JH6RnfTv5cGvPS3cca,Without You,Air Supply,The Earth Is...,62,1
0asGu28LvcTJPa0vxjyJmw,On Time,"Dabeull, Kunta",Cosmic Fonk,32,1
0bMmNl1zk6FQxLDzeTRb0g,陌生的舞会,张蔷,别再问我什么是迪斯科,15,1
0beLCu4HX0DS1ukCq0dt7r,Old Pro,"Ray Parker Jr., Raydio",A Woman Needs Love (Expanded Edition),15,1
0bfvHnWWOeU1U5XeKyVLbW,Can't Take My Eyes off You,Frankie Valli,Solo,75,1
0bhwnn2xqnBUcMZDcXNuII,Hey Lover,The Daughters Of Eve,Hey Lover / Stand by Me,71,1
0btY5OkrrNqy0gqbwQiRnq,星球墜落2022,"李佳隆, 艾熱AIR",中國說唱巔峰對決 先導片,38,1
0cJNaYpWoaXLdssVUW1ZFa,I've Gotta Have You,"Fluir, Jesse Marantz",I've Gotta Have You,13,1
0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Paul Russell,Lil Boo Thang,77,1
0cmpaEz9k3FCpXrZeG6zE6,すてきなメゾン feat. 玉城ティナ,"Tina Tamashiro, tofubeats",POSITIVE,27,1
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,Demon Days,85,1
0d3B8PIGVBy2uVRvwlPFkR,Don't Stop,Hibiki,Don't Stop,1,1
0dEQC87KidTlxEfpTWpKKe,Motive,SSUN,eclipse,3,1
0dGLlk3z7Nzan7Tul6F37k,Move,Keb' Mo',Bluesamericana,16,1
0doiPBTd9nPCnraNwAxfTC,青春常駐,张敬轩Hins Cheung,Morph,43,1
0dvS6gcGGKvXPWo0mC6UVP,Fiona Coyne,Skylar Spence,Prom King,43,1
0eEgMbSzOHmkOeVuNC3E0k,Kids with Guns,Gorillaz,Demon Days,65,1
0eu2oeKxrS2H2WBKsIYg4m,For No Reason,王若琳Joanna Wang,Start From Here,22,1
0f2489MzoisF9pKduawvce,Autumn In New York,"Ella Fitzgerald, Louis Armstrong",Ella And Louis Again,56,1
0flo3KqhjkcuoB1G6Mhq7s,Fly Me to the Moon,The Macarons Project,Fly Me to the Moon,63,1
0gW9iaWpQ526EuAP3pMv8f,90,Pompeya,Tropical,47,1
0gclZ31Oo7rysAQDg7HguD,Possession Island (feat. Beck),"Beck, Gorillaz",Cracker Island,43,1
0gfqiSFDDJSZnmJv1EUbRO,Why (feat. Michael Jackson),"3T, Michael Jackson",Brotherhood,43,1
0gsl92EMIScPGV1AU35nuD,All By Myself,Céline Dion,Falling into You,67,1
0h6J9HuBHu4kgJXEExYStW,Get Up - Remastered,R.E.M.,Green (25th Anniversary Deluxe Edition),28,1
0hKYk7qUYK8IPMwmbkSN0x,Silent All These Years - Reworked Greatest Hits Version,Tori Amos,A Tori Amos Collection: Tales of a Librarian,14,1
0hfNQm7gmjbIFlKiHoiACx,Cold Rock a Party (feat. Missy Misdemeanor Elliott) - Bad Boy Remix,"Bad Boy, MC Lyte, Missy Elliott",Bad As I Wanna B,36,1
0iPSoOlSdJNKFNquOHO0tN,左右風潮,"NICKTHEREAL, 袁娅维TIA RAY",左右風潮,11,1
0iWQKbSUcaiSmcXXagSTZL,表面上冷酷其实是种伪装,Slim Fey,表面上冷酷其实是种伪装,7,1
0iuBGyHtXp3qx8iyjjlwUf,拒絕再玩,张国荣Leslie Cheung,"Miss You Much, Leslie",28,1
0jE00qU6ZJoveJStmrtMPz,The Faintest Sign,Hiroshi Fujiwara,Nothing Much Better To Do,18,1
0jWgAnTrNZmOGmqgvHhZEm,What's Up?,4 Non Blondes,"Bigger, Better, Faster, More !",79,1
0jb8fNRgn8m0ojr4upNnCy,DANCE TO THE MOONLIGHT,"Nigel Tay, 袁娅维TIA RAY",ONCE UPON A MOON (DELUXE EDITION),11,1
0jeJ7zLQNE8SFvLfV5RsRr,Sugar Ditch,Omar and The Howlers,World Wide Open,4,1
0jlLHrrb4aR9evd3ZwNs5I,Crossfire,Stevie Ray Vaughan,In Step,48,1
0k1UjkEaDHzxHXmPvtE1OV,Can't Stand The Rain,The Rescues,Let Loose The Horses,27,1
0kKrJbP4oATz98qQp2iXeC,Movie,Tom Misch,Geography,58,1
0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,24K Magic,77,1
0kYlSEq2Nzk5hXNfAft8oW,Fuck What They Told Ya,Leslie Clio,Eureka (Deluxe Version),1,1
0kad6OnJfgIEplpjja5jfl,Lose Yourself to Dance (Drumless Edition) (feat. Pharrell Williams),"Daft Punk, Pharrell Williams",Random Access Memories (Drumless Edition),36,1
0kqIkWR8PF4Hb7mRCAbpya,"The One You Love (Live: The Paradise, Boston MA) (3 Oct 82)",Glenn Frey,Take It Easy Live - Remastered,1,1
0krM7vn55KnflCzE7QiIFK,Shy,"Tuxedo, Zapp",Shy,32,1
0ksRBx9UdAOdG7LcMmmxkk,Cry Me Out,Pixie Lott,Turn It Up,47,1
0l5orJ4UauYhiq0pitl889,Let Me Live - Remastered 2011,Queen,Made In Heaven (2011 Remaster),38,1
0lintnrELqgQYaumoCZmTi,You Got A Man,JAWNY,For Abby,35,1
0lw7D42UsldtIHdyLopZdx,One More Time,Redbone,Beaded Dreams Through Turquoise Eyes (Expanded Edition),33,1
0mBKv9DkYfQHjdMcw2jdyI,Chunky,Bruno Mars,24K Magic,69,1
0mBe4dWMRLXvrAs8ixpmbp,Unstoppable - FKJ Remix,"FKJ, Lianne La Havas",Unstoppable (FKJ Remix),42,1
0mPucOgHSriKefrcLqBPB0,This Masquerade,Carpenters,Now & Then (Reissue),48,1
0moz9JNguTSYFiG3lHvblV,What A Wonderful World,Beegie Adair,Save The Last Dance For Me,24,1
0mtkRIAOueeXqHpyahIbtJ,Raining In Manila,Lola Amour,Raining In Manila,63,1
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,86,1
0nO0hqBVu9nCpDGhlVc9Jm,Movie Star,"Dabeull, HolyBrune",Fonk Delight,31,1
0nYmnsXYj3Aqij9YSrMuBC,Talk to Me,George Nozuka,Believe,36,1
0nruobjhKItGHfkH3VbTXy,Morning Sun,Robin Thicke,Morning Sun,46,1
0oC8NiFS4UNepxVacFRdLr,Keep Your Head Up,"Fay Simpson, Ronny Jordan",Off The Record,35,1
0oGMAiGTi3oYNqSi5NRtzu,I Used to Dance with My Daddy,Datarock,Datarock Datarock (Original Version),23,1
0oUBuOO4g9P4lREqfqR5nq,A Man Without Love,Engelbert Humperdinck,A Man Without Love,66,1
0otmxJEwq9JI1CidrcYEq4,Love Me Like There's No Tomorrow - Special Edition,Freddie Mercury,Mr Bad Guy (Special Edition),57,1
0p1Mp6sT4Nzq3DWnZPvqs8,Starship Syncopation,"Cory Wong, Jules Buckley, Metropole Orkest",Starship Syncopation,44,1
0pCx1pXDddmuhcsMXGurwD,理想三旬,陈鸿宇,浓烟下的诗歌电台,41,1
0pkIJFV6mviH9dmBYsFwTM,Without You,Mariah Carey,Music Box,68,1
0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,King Harvest,Dancing in the Moonlight,69,1
0qI1W6chJgvrSAzAkX9JBa,All The Time,Bahamas,Bahamas Is Afie,55,1
0qg2jsexM9ysd6HEmfbLvp,白蛇传·赏中秋,俞圣琦,乐典：评弹——俞圣琦,2,1
0rRGYJSkI7v2VtxJv8n90m,(Lay Your Head On My) Pillow,Tony! Toni! Toné!,Sons Of Soul,48,1
0rVpr1WqvNrc4FimpCJ9oy,JDS (Fantasy),Finding Hope,Lost in Translation,43,1
0rdWkO7ncrh1lrJGDmLq9L,Gamesofluck,Parcels,Gamesofluck,63,1
0rfdDHY2oQzlLhThN5EfKv,直接,袁娅维TIA RAY,T.I.A.,6,1
0s3wq4CFQgqqbUSrOX13YB,My Dude,Litany,My Dude,40,1
0s9COZY8wLOadAzbHka2GO,Good Day,Nappy Roots,The Humdinger,53,1
0sdjUhRGA4VU71iEXvqgwI,生日快樂,"劉昀羿, 劉育秀, 宋姮嬛, 曾鈺閎, 朱怡螢, 林生祥, 楊孝棋, 王誠喻, 蕭暄容, 鍾子芙, 黃俍凱, 黃怡旋",林生祥童謠專輯 : 頭擺頭擺,4,1
0sfwNKZLLDi5521d0ZjHmf,She’s Got It - Alternate Version,Little Richard,Here's Little Richard (Deluxe Edition),10,1
0t1MdYckZOtGVykowa6d95,"Love, Need and Want You",Patti LaBelle,I'm In Love Again,39,1
0t5qO0Ilo54bI89rW87OIE,"Somewhere, Somebody",Jennifer Warnes,The Hunter,34,1
0tAJRUPjJQnfNuhnZBLIcR,Hey Hey,Full Trunk,Show Us What You Got,35,1
0tWPe6VXznSMfqu7Mfmdpd,All or Nothing at All,Bobby Caldwell,Heart of Mine,23,1
0tZkVZ9DeAa0MNK2gY5NtV,Baby I'm Yours,"Breakbot, Irfane",By Your Side,63,1
0tkYc6t3S35XaXvwouUYhX,日常的鏡頭 (Through The Lens of Life) - Audiotree Live Version,"Audiotree, The Chairs",The Chairs on Audiotree Live,22,1
0txcEBZ4HWYYUTOG8DooyF,梦里水乡,陳婧霏,梦里水乡（青春重置计划5 请回答1999）,22,1
0tyWs7VaLmVvUkFXd9nyfj,Cuando Me Enamoro,Andrea Bocelli,Amor (Edición Especial En Español),57,1
0uHMjAuFXBuNavUG1TSezu,Should I,Phoebe Ryan,James - EP,34,1
0uPkCpuoERqrkBL06Art50,My One And Only Love,"John Coltrane, Johnny Hartman",John Coltrane And Johnny Hartman,61,1
0uSwAqfR6cBDj5BRP6L3Vx,"Baby, I'm an Anarchist!",Against Me!,Reinventing Axl Rose,43,1
0vAIs68tblFH4FkLCOJ5fB,So Nice,"Chris Wells, Colin Oxley, Jim Tomlinson, John Pearce, Simon Thorpe, Stacey Kent",Brazilian Sketches,43,1
0vQI8xrKRuJKhPGUYFT1LK,Anyone - Remix,"Crystal Bats, Tronicbox",Anyone (Remix),32,1
0vVXKSDKj9w8uWNVFLvq97,Time Of My Life,Macy Gray,8 Mile (Music From And Inspired By The Motion Picture),31,1
0vgddc2PMdYzzy5bPAx1BD,半途而廢,王菲Faye Wong,唱遊,30,1
0w2FPXeV3ZakSXSGSuc0Hc,CRAWL,Veltpunch,Paint your life gray,24,1
0xCx0QHpRWSN7VKTLKXMo7,I Can't Shake This Feeling,Klique,Let's Wear It Out!,21,1
0xM8GcOTYlxy9ERBV8Ksx1,Lay It Down,Lloyd,King Of Hearts,59,1
0y0vmIxH8KenitKNu4Ikb5,Up To No Good,The Hoosiers,The Secret Service,48,1
0yE9yPJ3b2g1gajDvIPrtu,You Don't Listen,General Elektriks,Good City for Dreamers (Deluxe Edition),31,1
0yMJmn4GR8go7VT3PFzBsR,Merry Christmas Mr. Lawrence,"Jaques Morelenbaum, Judy Kang, Ryuichi Sakamoto",THREE,26,1
0ynN9CIIpRDInwUcRhUEXw,紅い花,ちあきなおみ,百花繚乱,27,1
0yqVGjugZr6HwMnrJQM8IG,園遊會,周杰伦Jay Chou,七里香,51,1
0ytpANNRJ8AHTsEhcaN8sp,Teenagers,Macy Gray,Covered (Bonus Track Version),15,1
0z0JSkE5Nw3i3nin3BBSuG,Sunshine Reggae,Laid Back,Good Vibes - The Very Best of Laid Back,62,1
0zIuHmVNplQtTvYd3jxF31,want you more,amaka.,want you more,12,1
0zTdSYP1QT70furgt3aRXs,Maybe Someday,Hitomi Tohyama,Hello Me,0,1
10p2UG1M5Ls6bHEl8ZXt43,All over You,LEISURE,Leisure,49,1
10reYnBP6UTLlOUUEUZgfv,Wake Up,Jenny Owen Youngs,An Unwavering Band of Light,26,1
10vkYRKw6Jjr7try1ir50G,Tired of Being Alone,Al Green,Gets Next to You,66,1
11HGIX5SPpngE4exk0I6Uu,"What'd I Say, Pt. 1 & 2",Ray Charles,Atlantic Soul Legends : 20 Original Albums From The Iconic Atlantic Label,2,1
11VwZwNF29HrqwalYUMitb,Pale Blue Eyes,The Velvet Underground,The Velvet Underground (45th Anniversary),63,1
11mkWGRIFOTIAp5euk6tVI,I Could Write a Book,The Eddie Higgins Trio,a lovely way to spend an evening,17,1
11sLgRtEedZSuBLPepL85g,Do You Really Love Me? - Live At Capitol Records (Studio A)/2009,Brian Culbertson,Live From The Inside,20,1
12Tq1l2diaHWtaq6HkJblf,No more,"AI, EXILE ATSUSHI",No more,27,1
13HalBseZHAT19C6jWs1Ma,Probably Up,Lawrence,Living Room,37,1
13h7ImGFx6OQztP7vgXNjG,Gotta Run,Daniel Cloud,Gotta Run,12,1
13v3siPyvy5TTEZYmGPPse,Give It To Me Baby,Rick James,Street Songs (Deluxe Edition),62,1
1466Zxya1DCXN0tDi4rC9h,Dream Girls,Moses Gunn Collective,Dream Girls,31,1
14mT8BCOXiUUcGlb7KujkT,I Think They Call This Love - Cover,Matthew Ifield,I’ll Be Home For Christmas / I Think They Call This Love (Cover),66,1
14pnw0kZuvuqcRHo9tSFVC,Red Light,"Arielle, Cavego",Red Light,26,1
153lRbNmhQZVi69kbhmjY8,ヒッチコック,ヨルシカ,負け犬にアンコールはいらない,61,1
15X9hW8V03M3NWVQ4yVAZq,Slow Jam,Euge Groove,Born 2 Groove,43,1
15qBZXdVtvrehrYSw58fqB,單身旅記 - 现场,八仙8Immortals,樂隊的夏天3 第4期,25,1
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,82,1
168cxhQPnpMsMh0qTNG6j5,Song of Four Seasons,"The Shanghai Restoration Project (Classics), Zhang Le",The Classics,11,1
