song_id,song_name,artist,album,song_popularity,if_info_collected
2IRtEySJxcN2JhSzJfJna1,Let's Funk Tonight,Blue Feather,Let's Funk Tonight (6 Versions),32,1
2IdwQxhJn9ZE4zIotcCefR,Stormy Weather,Etta James,At Last!,67,1
2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,Ice Cube,Lethal Injection,75,1
2IqyJXGCly9Wqei4OBckxV,Don't Wait for Me,PREP,PREP,31,1
2Is3PlW5Jq1Gz0VP0iZPTU,There Must Be More To Life Than This - Special Edition,Freddie Mercury,Mr Bad Guy (Special Edition),40,1
2JM5UNtrL3Uj3HjguMTZ2K,山里过堂风,虎嘯春,不确定的自由落体,8,1
2JMNA26jO8Yp6hN54xvhAv,遠走高飛,林忆莲Sandy Lam,2001 蓮,26,1
2JoZzpdeP2G6Csfdq5aLXP,How Deep Is Your Love,Bee Gees,Greatest,77,1
2JxXcCgVx61AI0MOUoXC68,잘자요 아가씨 (Prod. 과나),ASMRZ,잘자요 아가씨,58,1
2K2kujL7erU8ItCd2Tv5lh,Résumé,Jenevieve,Division,54,1
2KNngKLyDeoJHjH7kbWLzW,梦里蓝天 - Live,馬賽克樂隊,声生不息港乐季 (第五期 Live),19,1
2KUCbg1jtuWe2qfy8zM8qi,舊社會頂窮的人,還潮,老酒日日醉，皇帝萬萬歲 (The Ningbonese Art of Renunciation),28,1
2KcRa5gLq7TDaWtQgDHFPj,Paris,Caro Emerald,The Shocking Miss Emerald,37,1
2Kz0UMkr3ThKzwmZd73rPA,Pale Blue Eyes - Closet Mix,The Velvet Underground,Peel Slowly And See 1965-1969,28,1
2L24QK5m1LUirAkXXUaYzp,You Only Live Once,"Cerrone, Mike City",Red Lips,6,1
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum (Expanded Edition),84,1
2LowULAGQcOzlwh6nCk8Lf,Girl Like Me,CREAM,CREAM THE BEST,46,1
2LrD0ffUIfUdffoE1d2d3k,"Coffy Is The Color - From The ""Coffy"" Soundtrack","Dee Dee Bridgewater, Roy Ayers, Wayne Garfield",Coffy,16,1
2Ls9JZadV9jg72b8xN74Uz,早上好,窦靖童Leah Dou,春遊,24,1
2M2WJ7gBlcKNxdhyfPp9zY,Best of My Love,The Emotions,Rejoice,72,1
2MnSPY2QYMbtkDWGzY02In,Asc. Scorpio,Oracle Sisters,Asc. Scorpio,65,1
2NFKSwzaNKXAqBqlXgeTEo,LA･LA･LA LOVE SONG,"Naomi Campbell, Toshinobu Kubota",LA･LA･LA LOVE THANG,56,1
2NOIV90vZjJEzbKiJyGZiS,僕が死のうと思ったのは,Mika Nakashima,DEARS,49,1
2NPHU2WJaI3rrtCNNuQ8L1,Raise Hell,Dorothy,ROCKISDEAD,55,1
2NhmoF6KyRppoSans7uUtH,Real Love (feat. Holland Greco),"Funk LeBlanc, Holland Greco",Real Love (feat. Holland Greco),28,1
2O7OjNCjqflzWOTVg9UlEm,Blues Deluxe,Joe Bonamassa,Blues Deluxe,50,1
2OIjAot2J7N96M7YAXJCpz,While My Guitar Gently Weeps,莫文蔚Karen Mok,Somewhere I Belong,13,1
2OVWtQsDqc8cwlxbzVJr6y,離開 (Live),野孩子,黃河謠,0,1
2OWtpcxAWEbTtSjehhIr8q,自然,袁娅维TIA RAY,TIA RAY,5,1
2OfwS5B91kLgXW3JVED4ou,陌上花開(電影<相愛相親>主題曲),谭维维Tan Weiwei,陌上花開,8,1
2OmDEs1fHe36d2GbHAga96,Right One,It Boys!,Introduction,6,1
2Ouaxx7qY4YZiTZTl73XSe,面會菜,林生祥,[大佛普拉斯] 電影配樂,29,1
2OyPhW6kyXeC30etehuYyD,偶然 - Live,二手玫瑰,如你所願,1,1
2PU3r5WhxrBoo6rRCG74TI,Baby Baby,Special Favorite Music,World's Magic,23,1
2PZFLJLct6yrvBcCNEkAw0,Check It Out,John Mellencamp,The Lonesome Jubilee,46,1
2Q2KyAJe3CZbBFLIjo3F3Z,Line by Line,"Cory Wong, PREP, Paul Jackson, Jr.",Line by Line,47,1
2QCZeo9xcFohG7zy8jZGLy,I Feel Fine,The Ori Naftaly Band,Happy for Good,1,1
2QN9zL3SzXdGqqmXO68gFp,Somebody's Watching Me - Single Version,Rockwell,Somebody’s Watching Me (Sped Up),63,1
2QQYco5UET8Ur8DMNcyfSE,Gotta Get Back to Love,Bill Champlin,Runaway,22,1
2QSrwZ7iVknZgkfi4aD6cn,Saltwater,Geowulf,Great Big Blue,51,1
2Qhxww2DKuv7gfvZkkR0wa,湊熱鬧,BY2,成人禮,47,1
2RARev5XGCsjqExXJWHdLT,Who's in the Mirror,Nik West,Just in the Nik of Time,23,1
2RJYqYN2YlYHWwAHpJbuYg,Your Girl,GARLYN,Your Girl,24,1
2RtvkLz5tmOXlzz918It6E,Fortunate,Maxwell,Fortunate,57,1
2RunQzhSILnBVA9SLlP28H,Running Man,Hanson,The Walk,12,1
2SLwbpExuoBDZBpjfefCtV,Out of Time,The Weeknd,Dawn FM,73,1
2Sb4e2AkKnrKq7j3v3vTBA,Sonido Del Mar,SOIL & “PIMP” SESSIONS,Brothers & Sisters,9,1
2TAAT4VKcMQgaQi1usGaA6,If I Should Die Tonight,Marvin Gaye,Let's Get It On,43,1
2TD7Z536IOSxOASSOzsXsB,Saturday Gigs,Mott The Hoople,Greatest Hits,15,1
2THyR0on3DrsfXBtRrLZgK,Call Me (Come Back Home),Al Green,Call Me,40,1
2TM3WyENEIAOuGIioS8FVc,Winter's Ballad,Cuco,Songs4u,49,1
2TncF9PKVz7M4Oko2UgfyA,What Do I Say,Tevin Campbell,I'm Ready,33,1
2U59XCaLoE96dFYkCzUWuu,There's Something Wrong,Brad Sucks,Out of It,11,1
2U8jF9oSHrBm0r3TSnQs3r,HALF,QUEEN BEE,Half,44,1
2UCgWpa2r4ytWueNItYbWE,Let It Whip,Dazz Band,Keep It Live (Expanded Edition),57,1
2UILNFFtyw7rvtG2sSBlbk,Liberating Soul,Tesla Boy,Modern Thrills,10,1
2VKVTAiLDY7dUqOTBpsptu,新长征路上的摇滚,崔健,新长征路上的摇滚,30,1
2Vo7n5XmHOS4djkr6QjHEG,Blues Is My Wailin' Wall,Mighty Mo Rodgers,Blues Is My Wailin' Wall,27,1
2Vy9F0mp0gcj9NxzfVDcQm,Guajira guantanamera,Compay Segundo,Coleccion,49,1
2VyC0ZPGKLCfwI7ijirIQY,Down for the Third Time,Bobby Caldwell,What You Won't Do for Love,36,1
2WJ4KUVJhARzAB7HkZkr12,Chocolate Drops,Iggy Pop,Post Pop Depression,29,1
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,Hunting High and Low,84,1
2WkZMfC3eTYciJrhXD7vQb,黃色大門,容祖儿Joey Yung,Hopelessly Romantic Collection,34,1
2XVQdI3m0giGxNrwUhV3yP,Funkytown,Lipps Inc.,Mouth To Mouth,59,1
2YAYt4ZnPa864ULc6eAd2u,Find My Own Way,"GRiZ, Wiz Khalifa",Ride Waves,35,1
2YCMnLJ17OIYnpiIaQa2iL,Superwoman,"Dionne Warwick, Gladys Knight, Patti LaBelle",Good Woman (Reissue),32,1
2Ybnz66BvWW7TwQvGQlkbT,Best Thing That Ever Happened to Me - 2024 Remastered,Gladys Knight & The Pips,"Essential Classics, Vol. 209: Gladys Knight & The Pips",15,1
2YhDIoMRcu2pWWZVateaP4,Mornin' Pancakes,The Delegates,Mornin' Pancakes,22,1
2YnZugg0pdEkAtSHR4dwFo,No-No Song,Ringo Starr,Goodnight Vienna,42,1
2YpcIMAlj3xnB1Vr3qFYL1,"You Don't Know My Name - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005",Alicia Keys,Unplugged,26,1
2Z3o3nVIXxadVXyjjQ5m1b,The Bottle,Gil Scott-Heron,"Essential Classics, Vol. 542: Gil Scott-Heron",24,1
2Zc5d8BN5DEwTcv9JpZqz9,野狼Disco,寶石Gem,野狼Disco,44,1
2ZeHwwyO4hRMKYk5L1uke6,La Mer,Chantal Chamberland,The Other Woman,53,1
2a4IQyTjvYBGzR3nVYzqTJ,Grateful Days,"LGMonkees, Noa",LGMonkees,36,1
2aBxt229cbLDOvtL7Xbb9x,Always Be My Baby,Mariah Carey,Daydream,70,1
2aFFoT4qJ1NpNIwFbNwdGr,二孃,尧十三,飞船，宇航员,7,1
2ac9CPqLJr4cXitV810MaP,FUNKIN' FOR JAMAICA,"Joanne, Les Nubians, TOWA TEI, Tom Browne, Wizdom Life",LAST CENTURY MODERN,16,1
2bjRu9zvmzsHcWFcvg9Wek,Therapy,"Cerrone, James Hart",Red Lips,21,1
2bvb6XRkxV7F0Sh9q9TKrH,Fall In Love,Mike Francis,Mike Francis,9,1
2cTZgMRkkqNvNHZQRRcmC2,Candy Coated Lover,"Bootsy Collins, Kali Uchis, World-Wide-Funkdrive, X-Zact",World Wide Funk,24,1
2cpUudtTX7OU6DcoNTuxwB,When Love Comes To Town,"B.B. King, U2",Rattle And Hum,54,1
2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,Street Songs (Deluxe Edition),71,1
2dEuBYOIEQ9rnquvZVaGhD,恢弘的大夢,鯨魚馬戲團,情愛江南,3,1
2dU4GuWO11fMTzhDCT1djF,南海姑娘,王菲Faye Wong,菲靡靡之音,24,1
2dXs6WlSVXJX3i99Xw4n2u,Don't Call My Name,Skinshape,Life & Love,50,1
2drGZESWMxR5Yg69YLV97E,A Day Like Today,Bic Runga,Try To Remember Everything,12,1
2e58JCJzmWLtlLt0320MVp,It Ain't Easy,Muddy Magnolias,Broken People,27,1
2eDw6ZvH8i52NyDB0r418K,失落沙洲 - Live,徐佳莹LaLa Hsu,我是歌手第四季 (第一期 Live),18,1
2eIk5ky8THuVeQg5Z5eVav,Can't Take My Eyes Off You,Andy Williams,"Can't Get Used To Losing You / Love, Andy",51,1
2eIsJ2wadb9y03M0lQsvft,Java Jive,The Manhattan Transfer,The Manhattan Transfer,33,1
2elg9R4iXd6cG9Y1ua3GaK,Funkin' Around,Bloodstone,We Go A Long Way Back (Expanded Edition),13,1
2fBC5zvT200wmunXsEad1s,歌聲和你在一塊 - 现场,瓦依那,樂隊的夏天3 第6期,8,1
2fcOgEgiNWgd7xFGP34z0H,I Don't Want To Set The World On Fire - Single Version,The Ink Spots,Jazz Bar,2,1
2fjpDEiMe9eYDYmk1W2j3O,"When You Wish Upon A Star (From Walt Disney's ""Pinocchio"") - Instrumental",Dave Brubeck,This Is Jazz #3,35,1
2fsTa42UfMdAQjISgmf4ec,"Forget Me Nots - 12"" Version",Patrice Rushen,Straight from the Heart (Remastered),39,1
2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,"David Bowie, Queen",Hot Space (2011 Remaster),79,1
2fvdQ1Uq04qE4RLN5zKBXS,Disco Yes,"Poppy Ajudha, Tom Misch",Geography,56,1
2fytePz8UsbUr8n33QBEcm,I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,"Michael Jackson, Siedah Garrett",Bad 25th Anniversary,59,1
2gXTiVrPqj5ys67xrOXZCs,Kissing a Fool,Michael Bublé,Michael Bublé,48,1
2gmljARiP6j50CZy5lCMma,Movin On,"Solomina, Twax",Movin On,23,1
2h5OHLB7byBBCoweD9kmWk,For Once in My Life (feat. Pj Morton),"B.Reith, PJ Morton",How the Story Ends (Deluxe Edition),6,1
2hEEvYikDJKfwQVXGj8mTK,I Belong To You,Love Unlimited,Number Ones,38,1
2hGPfCRMjK2haWM6ja11XP,"OH NO,OH YES! - 2012 Remaster",Akina Nakamori,CRIMSON (2012 Remaster),34,1
2hKgkr2ZJsI21N8OoLCRpU,All We Need - Remastered,Patrice Rushen,Straight from the Heart (Remastered),25,1
2hU8XJeUVx1UbSTqFQysrC,不呼不吸幾多秒,薛凯琪Fiona Sit,Smile,20,1
2huqjk8DHIPRgkkrcWwtxW,Young Love,Janet Jackson,Janet Jackson,29,1
2hzV9jRJRWzrWocUOxcZVs,Breaking the Angle Against the Tide,Craft Spells,Nausea,27,1
2i1dkKeGj5FmpWn3syqydj,Ain't Misbehavin' - 1989 Remastered,Fats Waller,100 Ans De Jazz,10,1
2i4DNxEjTT5gjk7wgfSpFq,ENDLESS RAIN - Remaster,X JAPAN,Blue Blood,42,1
2iW5sZib87wn5PZdz625qp,Stripe,Roly Poly Rag Bear,"Straw, Water, Pinstripe",21,1
2iXAyyLfhiTrfxYsamTunp,MULTI-VERSE,FANNTA,The Epitome of the Universe,2,1
2ia7Z1wNt0DqPLtUfuH4gA,"Let Me Go Home, Whiskey",Amos Milburn,Down The Road Apiece -The Best Of Amos Milburn,20,1
2iapxg66laH1Z7BYuVHh8Y,WHO ARE YOU? - 2022 Remaster,芳野藤丸,YOSHINO FUJIMAL (2022 Remaster),22,1
2ih2U8ttFzCjnQ5njF3SrR,Gorilla,Bruno Mars,Unorthodox Jukebox,63,1
2inyPQBYfrk5MgUEgyd5F6,Enfant Terrible,Laura Fygi,Change,2,1
2iq7mDa0AoyqcZm7XzLBkX,Yellow Fever,"袁娅维TIA RAY, The Red Groove Project",Flow,1,1
2iw2OfEI4ovonFecBV9RLF,Fly Like A Bird,Mariah Carey,The Emancipation of Mimi,41,1
2j3om2CfaxT0SCznjAxdf5,White Lies,"CLAUDIA, Ethan Low",White Lies,44,1
2jFPmkkh9ofxT5PrM4Prbh,Oh What A Whirl,Jules Gaia,Tuppence,34,1
2jmdxJ60YfV3fVemuLz7pD,Long Story Short (with Lil Wayne),"2 Chainz, Lil Wayne",Long Story Short,47,1
2joFYAFwXkemG0sZ4jR7WW,If I Had to Write a Song About You,Aaron Taylor,Better Days,26,1
2jtacr6ATEKPcgqCXSvvmb,枕頭 Bedtime Soul,张国荣Leslie Cheung,REVISIT,22,1
2k2BWifN5ERJI5fZgFpKDz,No Plans for Tomorrow,The Emotions,Flowers (Bonus Track Version),16,1
2k4LlzvVSz6EWKrxxXC1vq,一人一半,旺福WONFU,一人一半,36,1
2kAc8cShg4XaX1FxrBTx3u,The Booglie Wooglie Piggy (05-01-41),Una Mae Carlisle,Complete Jazz Series 1938 - 1941,9,1
2kRuCnEBnBYWjPrD4x1QL5,It's Only Rain,"Chioma, Euge Groove",House Of Groove,19,1
2kby1XWPnTc0fFMrViKbE4,The Lemonade Song,Pink Martini,The Lemonade Song,41,1
2kyVQg00pphEufGT59M2XH,(They Long To Be) Close To You,Carpenters,Close To You,67,1
2l5z3ZWpU5Vlo2Hl4oM0dC,Dear,NANASE,PIANO MEETS HIPHOP,12,1
2lBBmmibuQWrJtQfK7NESb,Too Tight,Con Funk Shun,The Best Of Con Funk Shun,35,1
2mE8UVSZGn2U6UvGYvfj0K,Someone's Love Song,Ourself Beside Me,Ourself Beside Me,0,1
2mIcK2rO1bbEwaz4Xyq7BR,The Process,LAKEY INSPIRED,The Process,46,1
2mcfbhM10CF3Kobonpst1P,Feels Good to Laugh,Honeywhip,Feels Good to Laugh,34,1
2mrZYZGmPFV3QOyYPZ1zsn,Straight up & Down,Bruno Mars,24K Magic,64,1
2myVrXjL4myFz8PNXxfmXu,STRAIGHTFROMYOURHEART,Masayoshi Takanaka,CAN I SING?,31,1
2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,76,1
2nJJfroVKMkz2aIGCU2QK4,Seeland,NEU!,NEU! 75,22,1
2nKgKHYLYnhzC1t3zvRzeL,Loose Tonight,Hips,Loose Tonight,36,1
2nbVHwdZ3s26znrgzBpH3Z,組曲:牽掛+親愛的妳+算了吧+199玫瑰+痛哭的人+一生最愛的人+我的名字+與妳到永久 - Live,伍佰wu bai,"冬之火-""九重天""演唱會特選錄音專輯 (Live)",13,1
2nk6ao4kh0lEBS9TVNKWjd,Together - Extended Version,"Amii Stewart, Mike Francis",Together,30,1
2o0VFi2BmTRlk320TgK73r,Bururú Barará,Sierra Maestra,¡Dundunbanza!,11,1
2o2iJGDmQ5xoyYPMXmjKpp,野草閑花蓬春生,黄莺莺Tracy Huang,阮玲玉電影原聲帶 葬心,5,1
2ouXdlDbDLHAysP3KY4uMg,Let's Groove,Chipper,Funkytown,3,1
2ov5nYZ5xLLrojFK5yqxmD,BOY HOOD,"Jon Batiste, PJ Morton, Trombone Shorty",WE ARE,32,1
2p4p9YGwmJIdf5IA9sSWhm,STFU,"Spark Master Tape, mansionz",Mansionz,52,1
2pETduaslHdZsRCWAePudO,Generate Some Action,"Don Dolla, Fatback 4Way",Generate Some Action,4,1
2pdvbAGGZBVYriJUxieK4Z,孔雀,象乐队,孔雀,9,1
2pr7JOeihQalSNcgamy4zz,Welcome Back,Brasstracks,Welcome Back Era,19,1
2pygzLN7fwCgeW5FNaugEm,What You Don't Do - Tom Misch Remix,"Lianne La Havas, Tom Misch",What You Don't Do (Tom Misch Remix),37,1
2qP4GG1rhz0C1qibYFZFHb,Singin' In the Rain (with Neal Hefti & His Orchestra),"Doris Day, Neal Hefti & His Orchestra",Bright & Shiny (with Neal Hefti & His Orchestra),24,1
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,Espresso,88,1
2qeSuc08olZAnDAhhjpUaG,I Do—異様に夏—,UNISONAIR,in time,5,1
2qfVarm0YUsbQYYBCRlMxH,雨噼里啪啦下,GONG,GONG,7,1
2qhASBzpbFhPRtrnZ5lLnz,Unchained Melody,The Righteous Brothers,Just Once In My Life,75,1
2quMChW5ExjG65zWSN0sRR,Oh Maceo,Average White Band,Soul Tattoo,3,1
2r667YvLgCOyZ4Nr8D4miW,Darling - Original,Delegation,Delegation Selected Hits Vol. 1,0,1
2rBDd1cYysDACpPmPiOJza,Truly Something Special,After 7,Takin' My Time,26,1
2rvo9Ddv18aRV0OJldhWTf,Goodnight Moon,Boogie Belgique,Volta,48,1
2rzvPEnQx5QZAyiu6dW9pq,Colors of Love (Live in Las Vegas),Brian Culbertson,Colors of Love Tour (Live in Las Vegas),14,1
2s1Cwy0BTvRbuEinBx80wH,Main Course,Paul Laurence,Underexposed,12,1
2s2nEISxEptEFjJExrsM0r,Forever Valentine,Charlie Wilson,Forever Valentine,39,1
2sLDjLUWurWQGxBjFId1a8,On The Move,Paul Taylor,Steppin' Out,21,1
2u3k4qplPLgSe7T6DqLBfe,別找我麻煩,蔡健雅Tanya Chua,說到愛,40,1
2uDh6JEo515miAtjuGjGMr,Dance 4 Me,Prince,MPLSoUND,18,1
2uG7RbrJSq5bZWv7ufDyTg,It's Time to Wake Up 2023,La Femme,Psycho Tropical Berlin,48,1
2uSWwqkwfPw7YPaFBXL7ge,Honey Honey,Stefanie Sun,完美的一天,28,1
2vLaES21zwbX1Rnmj56Bbb,I'll Be Around,The Spinners,Spinners,63,1
2voq0G0fNXZPjmUgzjDcPA,Let's Get Started,Brian Culbertson,It's On Tonight,31,1
2w60d1hGeoinHTn1WANxVN,Camberwell,#1 Dads,About Face,35,1
2wSlWzQCo06NniaTNoXEVL,為妳鍾情,张国荣Leslie Cheung,為妳鍾情,33,1
2wdmqQqUjGrZsjVvPzU0Qi,san francisco - 181 ver,"894, MIDICRONICA, MIDICRONICA 181, MIDICRONICA 716",san francisco,12,1
2wyMl7MaZlULe1TlzxCRLr,Moving On Without You - Original Mix,5 Reasons,Nang Presents The Array Volume 4,1,1
2x5Frs6ts14U4MSLrQQlXg,Why iii Love The Moon.,Phony Ppl,Yesterday's Tomorrow,54,1
2xSExwwFXzukzOdR6iVYMk,Boys Like You,"Ariana Grande, Meghan Trainor, Who Is Fancy",Boys Like You,48,1
2xdFDMyfHuFtjvImE33Dya,嗷!,交工樂隊,菊花夜行軍,12,1
2xlnEhQjSCqNPIJX42ARej,All I Have (feat. LL Cool J),"Jennifer Lopez, LL COOL J",This Is Me...Then,60,1
2yWYOc8uhX4C36xpyt8uxy,珠光重晔 (《珠帘玉幕》影视剧宿命主题曲/片头曲),张靓颖Jane Zhang,珠帘玉幕 影视原声带,32,1
2yXDa4ZvJZC6Z6S3j3XvcQ,金都,大都会乐团,金都,9,1
2yrn0pJsgbROQKtwQk6jJS,One More Day,Brian Culbertson,Secrets,15,1
2zL6sHfI52USVMeFioEkkX,Looking out for Caroline,Status Quo,Bula Quo!,21,1
3057pPispTjF6kjPoS3zQb,If I Ain't Got You - Piano & Vocal Version,Alicia Keys,#LOVE piano,0,1
30J9sKITJcbGHzgkQoIJDv,Solitude,Hiromitsu Agatsuma,THE BEST OF HIROMITSU AGATSUMA -freedom-,4,1
30PYooEaPNsfEWiaTLwKWE,The Itch,Keb' Mo',Suitcase,22,1
30XmbeIORKd42TPUT5JiTF,Ain't Nobody Like You,"Yung Bae, josh pan",Bae2,33,1
30qIIeYreb4PxuNpxs9xdB,Let's Talk - Extended Version,One Way,Wrap Your Body (Expanded Edition),5,1
30zIap3XMnCwUAItyGSmV8,Watergaze,CASTLEBEAT,Demo EP,5,1
31JddKnWd71ft2lbsGR3ER,墮落,王菲Faye Wong,ECO PACK-王菲-浮躁,29,1
31TADh49q4s4jm6lGDeIrd,In My Secret Life,Leonard Cohen,Ten New Songs,50,1
31kKBUeeCGuMt9fPxDybde,你快樂所以我快樂,王菲Faye Wong,王菲97,41,1
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),"Bruno Mars, Mark Ronson",Uptown Special,84,1
32SkNdTcuxvUGjtv0ObOgu,Creep,Karen Souza,Karen Souza Essentials,54,1
32YgRRpaYHVbyzjSTf83ip,Frisco Blues,Lewis OfMan,Cristal Medium Blue,38,1
32pjZWBDPBm8qW2xzkuX9F,若你爱上油麻地,阿肆A Si,我愚蠢的理想主义,21,1
32uGQcoxn8t9jovFmcjRNT,微凉的心跳,阿肆A Si,预谋邂逅,10,1
32xmn9tAwAT5lgl3NJUCR8,LOVELAND ISLAND,ビクター・ファンタスティック・オーケストラ,山下 達郎／竹内 まりや 作品集,22,1
33GJ5M8Pluf119G1PObkZM,"My, My, My",Johnny Gill,Johnny Gill,53,1
33eJho9BPN632bcQgJA8vk,開心電話,窦唯Dou Wei,黑夢,19,1
33eVBXldtctgskNSyWLrQC,EASY,LUCKY TAPES,22,23,1
33iANKTnNYqgY2Lm1pPoCa,Flapper Girl,The Lumineers,The Lumineers,49,1
3425P4GkmTIF4d5fVETZvZ,Tuca Tuca,Raffaella Carrà,Raffaella Carrà,41,1
34LFM2eszfapI1ExzZmt3Y,Keep It Comin' Love,KC & The Sunshine Band,The Complete TK Albums,38,1
34VDj911PQh8B1BXYoOMLq,Running Away,Thee Sacred Souls,Running Away,62,1
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,Ed Sheeran,x (Deluxe Edition),80,1
34p3Kw1fR2POzyLDZkLT62,Why Do I Still? [feat. May Angeles] - Unplugged,"May Angeles, Nieman",Why Do I Still? [feat. May Angeles] (Unplugged),37,1
34vpePSEG0w96VmXeI3lAj,Maps,"Morgan James, Scott Bradlee's Postmodern Jukebox",Historical Misappropriation,35,1
352zgXSWzF85TvLhzJ7kkK,Ain't No Stoppin' Us Now - Single Version,McFadden & Whitehead,The Best Of Philadelphia International Records,52,1
35PraCsxRgIi9FEIVkbLVS,ZERO GRAVITY,I Don't Like Mondays.,FUTURE,31,1
35dzzbAs5rxeOp0nISD5zF,Easy Ride,Highway Superstar,Easy Ride,5,1
35kZnJ4ns4laPpwRG6rO8J,"戰爭 - Feat. 陳奐仁, 胡蓓蔚 & Mc仁",Edison Chen,Please Steal This Album,34,1
35nsl8YiBIYw1YdNmkmhnk,Lost In The Rhythm,"Jamie Berry, Octavia Rose",Lost In The Rhythm,51,1
361lAhhmTs9jZ7qMKOO7JW,Always Be My Baby,Brasstracks,Always Be My Baby,38,1
3620P9KJS2PDebJ9ABFitc,18 and Life,Skid Row,Skid Row,71,1
366E1dYGmFM75DxX0yxlSq,You Can't Hold Me Down,Us3,An Ordinary Day In An Unusual Place,42,1
36MGfjOTOwx1udRX5dDnoJ,Oil (feat. Stevie Nicks),"Gorillaz, Stevie Nicks",Cracker Island,55,1
36vmaZyO0iAE6FZ7287fg2,Dive,Olivia Dean,Messy,72,1
37kJfQSL3gvz0CBIlfuKTP,Hymn Rock N Roll Nigger,Patti Smith,The Essential Patti Smith,13,1
3803zyBvaghK7m069qNSvs,I Will Wait For You,"Beegie Adair, David Davidson",Parisian Cafe,16,1
381kFbWNz4yh2TKtbtQveU,大肚子飞行员,巧克力工廠 Chocolate FactoryChocolate Factory,孤单的泳池派对,3,1
385fCz9gOIGDkkCKi0FQvp,我要你,任素汐,我要你,30,1
38L2CvAeYycIYQLptr4m5F,下淡水河寫著我等介族譜,交工樂隊,我等就來唱山歌,7,1
38LUbz74v3nmP8x0efElw2,Last Summer Whisper,Anri,Heaven Beach,59,1
391rhUU0kWIUZPuGPBH9Tz,瑪雅戀人,袁娅维TIA RAY,T.I.A.,6,1
392cd1euczCOcZAs0SvvZS,The Last Emperor (Main Title Theme),David Byrne,The Last Emperor Original Soundtrack,34,1
396RNP40AV17s1SW4ucNZl,Waking Up Together With You,Ardhito Pramono,Roadtrip,67,1
39AoMWsAGzn6syXLoix1mi,我愚蠢的理想主义,阿肆A Si,我愚蠢的理想主义,22,1
39BbqUnJICS74sIHd0evTb,The End Of The World,John Mellencamp,Trouble No More,27,1
39HnpKxGPzP3EUlXvs4VBQ,Fly Away / Walking in the Sunshine - 2008 Remaster,Laid Back,Keep Smiling [Remastered] (Remastered Version),39,1
39dvNiqFBQ1OG27fCCOZe7,MOOD,LUCKY TAPES,dressing,37,1
39ncDMVidHOeQgeC5anYZM,Someone In The Crowd,"Callie Hernandez, Emma Stone, Jessica Rothe, Sonoya Mizuno",La La Land (Original Motion Picture Soundtrack),58,1
39qRzIBbUcKpEhcmxkyFGD,遠走高飛 - 合唱版,"徐佳瑩, 金志文",Hello 1,32,1
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,Parachutes,89,1
3Am4yxuwBTorY6kaqX31zE,40',Franz Ferdinand,Franz Ferdinand,46,1
3BIzHNxAQbRTY4LCp1oMR1,Tesselation,Mild High Club,Skiptracing,53,1
3BNOE5qHpug2Uu3dyd8rvI,A Summer Place,Hollywood Strings Orchestra,Instrumental Music Ballroom Dance,46,1
3BiX00E3utVqZGZ76tiL7m,Up All Night,Alex Siegel,Up All Night,18,1
3BmGfswCrv2p1It4oCdtU6,Controllah (feat. MC Bin Laden),"Gorillaz, MC Bin Laden",Cracker Island (Deluxe),53,1
3BrWLBC4WYx393yRUOlTih,Meet Me At Our Spot - Live,"THE ANXIETY, Tyler Cole, WILLOW",Meet Me At Our Spot (Live),56,1
3BucMqBqIR5Aw7MrUkF00y,Ain't No Way,Aretha Franklin,Soul Queen,46,1
3CyLnM2iq9tUcwUb6yN7Gh,My Promise,"Earth, Wind & Fire","The Essential Earth, Wind & Fire",34,1
3DMz5XiVasCKSHXgYrSc9i,Wonderland,iri,Shade,52,1
3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),"Doja Cat, SZA",Planet Her,80,1
3EG65y2LtxWjfydabHdItb,Stomp! - Single Version,The Brothers Johnson,Strawberry Letter 23: The Very Best Of The Brothers Johnson,59,1
3EGlnkJGcwz73rT0oE0X1X,Friends Will Be Friends - Remastered 2011,Queen,A Kind Of Magic (2011 Remaster),58,1
3EXrtClWmgsM7dw75Mw2M1,When You're Gone,The Cranberries,To The Faithful Departed,62,1
3FOCmPBhxYILAdoArbQwJn,Don't Let Me Be Lonely Tonight,Nancy Wilson,Come Get To This,7,1
3FUnoNtMGU9XjEKFmgXIR4,Reunited,"Babyface, Toni Braxton","Love, Marriage‎ & Divorce",37,1
3FjK86616FbluOfTxNK2gY,A N X I E T Y (feat. Doechii),"Doechii, Sleepy Hallow",Boy Meets World,69,1
